From;To;Type;Through;Data;Comment
1724;1329;sea;0;0;
1725;1329;sea;0;0;
1726;1329;sea;0;0;
1727;1329;sea;0;0;
1728;1329;sea;0;0;
1729;1329;sea;0;0;
1730;1329;sea;0;0;
1731;1329;sea;0;0;
1732;1329;sea;0;0;
1733;1329;sea;0;0;
1734;1329;sea;0;0;
1735;1329;sea;0;0;
1736;1329;sea;0;0;
1737;1329;sea;0;0;
1738;1329;sea;0;0;
1739;1329;sea;0;0;
1740;1329;sea;0;0;
1741;1329;sea;0;0;
1742;1329;sea;0;0;
1743;1329;sea;0;0;
1744;1329;sea;0;0;
1745;1329;sea;0;0;
1746;1329;sea;0;0;
1747;1329;sea;0;0;
1748;1329;sea;0;0;
1749;1329;sea;0;0;
1750;1329;sea;0;0;
1751;1329;sea;0;0;
1752;1329;sea;0;0;
1753;1329;sea;0;0;
1754;1329;sea;0;0;
1755;1329;sea;0;0;
1756;1329;sea;0;0;
1757;1329;sea;0;0;
1758;1329;sea;0;0;
1759;1329;sea;0;0;
1760;1329;sea;0;0;
1761;1329;sea;0;0;
1762;1329;sea;0;0;
1763;1329;sea;0;0;
1764;1329;sea;0;0;
1765;1329;sea;0;0;
1766;1329;sea;0;0;
1767;1329;sea;0;0;
1768;1329;sea;0;0;
1769;1329;sea;0;0;
1770;1329;sea;0;0;
1771;1329;sea;0;0;
1772;1329;sea;0;0;
1773;1329;sea;0;0;
1774;1329;sea;0;0;
1775;1329;sea;0;0;
1776;1329;sea;0;0;
1777;1329;sea;0;0;
1778;1329;sea;0;0;
1779;1329;sea;0;0;
1780;1329;sea;0;0;
1781;1329;sea;0;0;
1782;1329;sea;0;0;
1783;1329;sea;0;0;
1784;1329;sea;0;0;
1785;1329;sea;0;0;
1786;1329;sea;0;0;
1787;1329;sea;0;0;
1788;1329;sea;0;0;
1789;1329;sea;0;0;
1790;1329;sea;0;0;
1791;1329;sea;0;0;
1792;1329;sea;0;0;
1793;1329;sea;0;0;
1794;1329;sea;0;0;
1795;1329;sea;0;0;
1796;1329;sea;0;0;
1797;1329;sea;0;0;
1798;1329;sea;0;0;
1799;1329;sea;0;0;
1800;1329;sea;0;0;
1801;1329;sea;0;0;
1802;1329;sea;0;0;
1803;1329;sea;0;0;
1804;1329;sea;0;0;
1805;1329;sea;0;0;
1806;1329;sea;0;0;
1807;1329;sea;0;0;
1808;1329;sea;0;0;
1809;1329;sea;0;0;
1810;1329;sea;0;0;
1811;1329;sea;0;0;
1812;1329;sea;0;0;
1813;1329;sea;0;0;
1814;1329;sea;0;0;
1815;1329;sea;0;0;
1816;1329;sea;0;0;
1817;1329;sea;0;0;
1818;1329;sea;0;0;
1819;1329;sea;0;0;
1820;1329;sea;0;0;
1821;1329;sea;0;0;
1822;1329;sea;0;0;
1823;1329;sea;0;0;
1824;1329;sea;0;0;
1825;1329;sea;0;0;
1826;1329;sea;0;0;
1827;1329;sea;0;0;
1828;1329;sea;0;0;
1829;1329;sea;0;0;
1830;1329;sea;0;0;
1831;1329;sea;0;0;
1832;1329;sea;0;0;
1833;1329;sea;0;0;
1834;1329;sea;0;0;
1835;1329;sea;0;0;
1836;1329;sea;0;0;
1837;1329;sea;0;0;
1838;1329;sea;0;0;
1839;1329;sea;0;0;
1840;1329;sea;0;0;
1841;1329;sea;0;0;
1842;1329;sea;0;0;
1843;1329;sea;0;0;
1844;1329;sea;0;0;
1845;1329;sea;0;0;
1846;1329;sea;0;0;
1847;1329;sea;0;0;
1848;1329;sea;0;0;
1849;1329;sea;0;0;
1850;1329;sea;0;0;
1851;1329;sea;0;0;
1852;1329;sea;0;0;
1853;1329;sea;0;0;
1854;1329;sea;0;0;
1855;1329;sea;0;0;
1856;1329;sea;0;0;
1857;1329;sea;0;0;
1858;1329;sea;0;0;
1859;1329;sea;0;0;
1860;1329;sea;0;0;
1861;1329;sea;0;0;
1862;1329;sea;0;0;
1863;1329;sea;0;0;
1864;1329;sea;0;0;
1865;1329;sea;0;0;
1866;1329;sea;0;0;
1867;1329;sea;0;0;
1868;1329;sea;0;0;
1869;1329;sea;0;0;
1870;1329;sea;0;0;
1871;1329;sea;0;0;
1872;1329;sea;0;0;
1873;1329;sea;0;0;
1874;1329;sea;0;0;
1875;1329;sea;0;0;
1876;1329;sea;0;0;
1877;1329;sea;0;0;
1878;1329;sea;0;0;
1879;1329;sea;0;0;
1880;1329;sea;0;0;
1881;1329;sea;0;0;
1882;1329;sea;0;0;
1883;1329;sea;0;0;
1884;1329;sea;0;0;
1885;1329;sea;0;0;
1886;1329;sea;0;0;
1887;1329;sea;0;0;
1888;1329;sea;0;0;
1889;1329;sea;0;0;
1890;1329;sea;0;0;
1891;1329;sea;0;0;
1892;1329;sea;0;0;
1893;1329;sea;0;0;
1894;1329;sea;0;0;
1895;1329;sea;0;0;
1896;1329;sea;0;0;
1897;1329;sea;0;0;
1898;1329;sea;0;0;
1899;1329;sea;0;0;
1900;1329;sea;0;0;
1901;1329;sea;0;0;
1902;1329;sea;0;0;
1903;1329;sea;0;0;
1904;1329;sea;0;0;
1905;1329;sea;0;0;
1906;1329;sea;0;0;
1907;1329;sea;0;0;
1908;1329;sea;0;0;
1909;1329;sea;0;0;
1910;1329;sea;0;0;
1911;1329;sea;0;0;
1912;1329;sea;0;0;
1913;1329;sea;0;0;
1914;1329;sea;0;0;
1915;1329;sea;0;0;
1916;1329;sea;0;0;
1917;1329;sea;0;0;
1918;1329;sea;0;0;
1919;1329;sea;0;0;
1920;1329;sea;0;0;
1921;1329;sea;0;0;
1922;1329;sea;0;0;
1923;1329;sea;0;0;
1924;1329;sea;0;0;
1925;1329;sea;0;0;
1926;1329;sea;0;0;
1927;1329;sea;0;0;
1928;1329;sea;0;0;
1929;1329;sea;0;0;
1930;1329;sea;0;0;
1931;1329;sea;0;0;
1932;1329;sea;0;0;
1933;1329;sea;0;0;
1934;1329;sea;0;0;
1935;1329;sea;0;0;
1936;1329;sea;0;0;
1937;1329;sea;0;0;
1938;1329;sea;0;0;
1939;1329;sea;0;0;
1940;1329;sea;0;0;
1941;1329;sea;0;0;
1942;1329;sea;0;0;
1943;1329;sea;0;0;
1944;1329;sea;0;0;
1945;1329;sea;0;0;
1946;1329;sea;0;0;
1947;1329;sea;0;0;
1948;1329;sea;0;0;
1949;1329;sea;0;0;
1950;1329;sea;0;0;
1951;1329;sea;0;0;
1952;1329;sea;0;0;
1953;1329;sea;0;0;
1954;1329;sea;0;0;
1955;1329;sea;0;0;
1956;1329;sea;0;0;
1957;1329;sea;0;0;
1958;1329;sea;0;0;
1959;1329;sea;0;0;
1960;1329;sea;0;0;
1961;1329;sea;0;0;
1962;1329;sea;0;0;
1963;1329;sea;0;0;
1964;1329;sea;0;0;
1965;1329;sea;0;0;
1966;1329;sea;0;0;
1967;1329;sea;0;0;
1968;1329;sea;0;0;
1969;1329;sea;0;0;
1970;1329;sea;0;0;
1971;1329;sea;0;0;
1972;1329;sea;0;0;
1973;1329;sea;0;0;
1974;1329;sea;0;0;
1975;1329;sea;0;0;
1976;1329;sea;0;0;
1977;1329;sea;0;0;
1978;1329;sea;0;0;
1979;1329;sea;0;0;
1980;1329;sea;0;0;
1981;1329;sea;0;0;
1982;1329;sea;0;0;
1983;1329;sea;0;0;
1984;1329;sea;0;0;
1985;1329;sea;0;0;
1986;1329;sea;0;0;
1987;1329;sea;0;0;
1988;1329;sea;0;0;
1989;1329;sea;0;0;
1990;1329;sea;0;0;
1991;1329;sea;0;0;
1992;1329;sea;0;0;
1993;1329;sea;0;0;
1994;1329;sea;0;0;
1995;1329;sea;0;0;
1996;1329;sea;0;0;
1997;1329;sea;0;0;
1998;1329;sea;0;0;
1999;1329;sea;0;0;
2000;1329;sea;0;0;
2001;1329;sea;0;0;
2002;1329;sea;0;0;
2003;1329;sea;0;0;
2004;1329;sea;0;0;
2005;1329;sea;0;0;
2006;1329;sea;0;0;
2007;1329;sea;0;0;
2008;1329;sea;0;0;
2009;1329;sea;0;0;
2010;1329;sea;0;0;
2011;1329;sea;0;0;
2012;1329;sea;0;0;
2013;1329;sea;0;0;
2014;1329;sea;0;0;
2015;1329;sea;0;0;
2016;1329;sea;0;0;
2017;1329;sea;0;0;
2018;1329;sea;0;0;
2019;1329;sea;0;0;
2020;1329;sea;0;0;
2021;1329;sea;0;0;
2022;1329;sea;0;0;
2023;1329;sea;0;0;
2024;1329;sea;0;0;
2025;1329;sea;0;0;
2026;1329;sea;0;0;
2027;1329;sea;0;0;
2028;1329;sea;0;0;
2029;1329;sea;0;0;
2030;1329;sea;0;0;
2031;1329;sea;0;0;
2032;1329;sea;0;0;
2033;1329;sea;0;0;
2034;1329;sea;0;0;
2035;1329;sea;0;0;
2036;1329;sea;0;0;
2037;1329;sea;0;0;
2038;1329;sea;0;0;
2039;1329;sea;0;0;
2040;1329;sea;0;0;
2041;1329;sea;0;0;
2042;1329;sea;0;0;
2043;1329;sea;0;0;
2044;1329;sea;0;0;
2045;1329;sea;0;0;
2046;1329;sea;0;0;
2047;1329;sea;0;0;
2048;1329;sea;0;0;
2049;1329;sea;0;0;
2050;1329;sea;0;0;
2051;1329;sea;0;0;
2052;1329;sea;0;0;
2053;1329;sea;0;0;
2054;1329;sea;0;0;
2055;1329;sea;0;0;
2056;1329;sea;0;0;
2057;1329;sea;0;0;
2058;1329;sea;0;0;
2059;1329;sea;0;0;
2060;1329;sea;0;0;
2061;1329;sea;0;0;
2062;1329;sea;0;0;
2063;1329;sea;0;0;
2064;1329;sea;0;0;
2065;1329;sea;0;0;
2066;1329;sea;0;0;
2067;1329;sea;0;0;
2068;1329;sea;0;0;
2069;1329;sea;0;0;
2070;1329;sea;0;0;
2071;1329;sea;0;0;
2072;1329;sea;0;0;
2073;1329;sea;0;0;
2074;1329;sea;0;0;
2075;1329;sea;0;0;
2076;1329;sea;0;0;
2077;1329;sea;0;0;
2078;1329;sea;0;0;
2079;1329;sea;0;0;
2080;1329;sea;0;0;
2081;1329;sea;0;0;
2082;1329;sea;0;0;
2083;1329;sea;0;0;
2084;1329;sea;0;0;
2085;1329;sea;0;0;
2086;1329;sea;0;0;
2087;1329;sea;0;0;
2088;1329;sea;0;0;
2089;1329;sea;0;0;
2090;1329;sea;0;0;
2091;1329;sea;0;0;
2092;1329;sea;0;0;
2093;1329;sea;0;0;
2094;1329;sea;0;0;
2095;1329;sea;0;0;
2096;1329;sea;0;0;
2097;1329;sea;0;0;
2098;1329;sea;0;0;
2099;1329;sea;0;0;
2100;1329;sea;0;0;
2101;1329;sea;0;0;
2102;1329;sea;0;0;
2103;1329;sea;0;0;
2104;1329;sea;0;0;
2105;1329;sea;0;0;
2106;1329;sea;0;0;
2107;1329;sea;0;0;
2108;1329;sea;0;0;
2109;1329;sea;0;0;
2110;1329;sea;0;0;
2111;1329;sea;0;0;
2112;1329;sea;0;0;
2113;1329;sea;0;0;
2114;1329;sea;0;0;
2115;1329;sea;0;0;
2116;1329;sea;0;0;
2117;1329;sea;0;0;
2118;1329;sea;0;0;
2119;1329;sea;0;0;
2120;1329;sea;0;0;
2121;1329;sea;0;0;
2122;1329;sea;0;0;
2123;1329;sea;0;0;
2124;1329;sea;0;0;
2125;1329;sea;0;0;
2126;1329;sea;0;0;
2127;1329;sea;0;0;
2128;1329;sea;0;0;
2129;1329;sea;0;0;
2130;1329;sea;0;0;
2131;1329;sea;0;0;
2132;1329;sea;0;0;
2133;1329;sea;0;0;
2134;1329;sea;0;0;
2135;1329;sea;0;0;
2136;1329;sea;0;0;
2137;1329;sea;0;0;
2138;1329;sea;0;0;
2139;1329;sea;0;0;
2140;1329;sea;0;0;
2141;1329;sea;0;0;
2142;1329;sea;0;0;
2143;1329;sea;0;0;
2144;1329;sea;0;0;
2145;1329;sea;0;0;
2146;1329;sea;0;0;
2147;1329;sea;0;0;
2148;1329;sea;0;0;
2149;1329;sea;0;0;
2150;1329;sea;0;0;
2151;1329;sea;0;0;
2152;1329;sea;0;0;
2153;1329;sea;0;0;
2154;1329;sea;0;0;
2155;1329;sea;0;0;
2156;1329;sea;0;0;
2157;1329;sea;0;0;
2158;1329;sea;0;0;
2159;1329;sea;0;0;
2160;1329;sea;0;0;
2161;1329;sea;0;0;
2162;1329;sea;0;0;
2163;1329;sea;0;0;
2164;1329;sea;0;0;
2165;1329;sea;0;0;
2166;1329;sea;0;0;
2167;1329;sea;0;0;
2168;1329;sea;0;0;
2169;1329;sea;0;0;
2170;1329;sea;0;0;
2171;1329;sea;0;0;
2172;1329;sea;0;0;
2173;1329;sea;0;0;
2174;1329;sea;0;0;
2175;1329;sea;0;0;
2176;1329;sea;0;0;
2177;1329;sea;0;0;
2178;1329;sea;0;0;
2179;1329;sea;0;0;
2180;1329;sea;0;0;
2181;1329;sea;0;0;
2182;1329;sea;0;0;
2183;1329;sea;0;0;
2184;1329;sea;0;0;
2185;1329;sea;0;0;
2186;1329;sea;0;0;
2187;1329;sea;0;0;
2188;1329;sea;0;0;
2189;1329;sea;0;0;
2190;1329;sea;0;0;
2191;1329;sea;0;0;
2192;1329;sea;0;0;
2193;1329;sea;0;0;
2194;1329;sea;0;0;
2195;1329;sea;0;0;
2196;1329;sea;0;0;
2197;1329;sea;0;0;
2198;1329;sea;0;0;
2199;1329;sea;0;0;
2200;1329;sea;0;0;
2201;1329;sea;0;0;
2202;1329;sea;0;0;
2203;1329;sea;0;0;
2204;1329;sea;0;0;
2205;1329;sea;0;0;
2206;1329;sea;0;0;
2207;1329;sea;0;0;
2208;1329;sea;0;0;
2209;1329;sea;0;0;
2210;1329;sea;0;0;
2211;1329;sea;0;0;
2212;1329;sea;0;0;
2213;1329;sea;0;0;
2214;1329;sea;0;0;
2215;1329;sea;0;0;
2216;1329;sea;0;0;
2217;1329;sea;0;0;
2218;1329;sea;0;0;
2219;1329;sea;0;0;
2220;1329;sea;0;0;
2221;1329;sea;0;0;
2222;1329;sea;0;0;
2223;1329;sea;0;0;
2224;1329;sea;0;0;
2225;1329;sea;0;0;
2226;1329;sea;0;0;
2227;1329;sea;0;0;
2228;1329;sea;0;0;
2229;1329;sea;0;0;
2230;1329;sea;0;0;
2231;1329;sea;0;0;
2232;1329;sea;0;0;
2233;1329;sea;0;0;
2234;1329;sea;0;0;
2235;1329;sea;0;0;
2236;1329;sea;0;0;
2237;1329;sea;0;0;
2238;1329;sea;0;0;
2239;1329;sea;0;0;
2240;1329;sea;0;0;
2241;1329;sea;0;0;
2242;1329;sea;0;0;
2243;1329;sea;0;0;
2244;1329;sea;0;0;
2245;1329;sea;0;0;
2246;1329;sea;0;0;
2247;1329;sea;0;0;
2248;1329;sea;0;0;
2249;1329;sea;0;0;
2250;1329;sea;0;0;
2251;1329;sea;0;0;
2252;1329;sea;0;0;
2253;1329;sea;0;0;
2254;1329;sea;0;0;
2255;1329;sea;0;0;
2256;1329;sea;0;0;
2257;1329;sea;0;0;
2258;1329;sea;0;0;
2259;1329;sea;0;0;
2260;1329;sea;0;0;
2261;1329;sea;0;0;
2262;1329;sea;0;0;
2263;1329;sea;0;0;
2264;1329;sea;0;0;
2265;1329;sea;0;0;
2266;1329;sea;0;0;
2267;1329;sea;0;0;
2268;1329;sea;0;0;
2269;1329;sea;0;0;
2270;1329;sea;0;0;
2271;1329;sea;0;0;
2272;1329;sea;0;0;
2273;1329;sea;0;0;
2274;1329;sea;0;0;
2275;1329;sea;0;0;
2276;1329;sea;0;0;
2277;1329;sea;0;0;
2278;1329;sea;0;0;
2279;1329;sea;0;0;
2280;1329;sea;0;0;
2281;1329;sea;0;0;
2282;1329;sea;0;0;
2283;1329;sea;0;0;
2284;1329;sea;0;0;
2285;1329;sea;0;0;
2286;1329;sea;0;0;
2287;1329;sea;0;0;
2288;1329;sea;0;0;
2289;1329;sea;0;0;
2290;1329;sea;0;0;
2291;1329;sea;0;0;
2292;1329;sea;0;0;
2293;1329;sea;0;0;
2294;1329;sea;0;0;
2295;1329;sea;0;0;
2296;1329;sea;0;0;
2297;1329;sea;0;0;
2298;1329;sea;0;0;
2299;1329;sea;0;0;
2300;1329;sea;0;0;
2301;1329;sea;0;0;
2302;1329;sea;0;0;
2303;1329;sea;0;0;
2304;1329;sea;0;0;
2305;1329;sea;0;0;
2306;1329;sea;0;0;
2307;1329;sea;0;0;
2308;1329;sea;0;0;
2309;1329;sea;0;0;
2310;1329;sea;0;0;
2311;1329;sea;0;0;
2312;1329;sea;0;0;
2313;1329;sea;0;0;
2314;1329;sea;0;0;
2315;1329;sea;0;0;
2316;1329;sea;0;0;
2317;1329;sea;0;0;
2318;1329;sea;0;0;
2319;1329;sea;0;0;
2320;1329;sea;0;0;
2321;1329;sea;0;0;
2322;1329;sea;0;0;
2323;1329;sea;0;0;
2324;1329;sea;0;0;
2325;1329;sea;0;0;
2326;1329;sea;0;0;
2327;1329;sea;0;0;
2328;1329;sea;0;0;
2329;1329;sea;0;0;
2330;1329;sea;0;0;
2331;1329;sea;0;0;
2332;1329;sea;0;0;
2333;1329;sea;0;0;
2334;1329;sea;0;0;
2335;1329;sea;0;0;
2336;1329;sea;0;0;
2337;1329;sea;0;0;
2338;1329;sea;0;0;
2339;1329;sea;0;0;
2340;1329;sea;0;0;
2341;1329;sea;0;0;
2342;1329;sea;0;0;
2343;1329;sea;0;0;
2344;1329;sea;0;0;
2345;1329;sea;0;0;
2346;1329;sea;0;0;
2347;1329;sea;0;0;
2348;1329;sea;0;0;
2349;1329;sea;0;0;
2350;1329;sea;0;0;
2351;1329;sea;0;0;
2352;1329;sea;0;0;
2353;1329;sea;0;0;
2354;1329;sea;0;0;
2355;1329;sea;0;0;
2356;1329;sea;0;0;
2357;1329;sea;0;0;
2358;1329;sea;0;0;
2359;1329;sea;0;0;
2360;1329;sea;0;0;
2361;1329;sea;0;0;
2362;1329;sea;0;0;
2363;1329;sea;0;0;
2364;1329;sea;0;0;
2365;1329;sea;0;0;
2366;1329;sea;0;0;
2367;1329;sea;0;0;
2368;1329;sea;0;0;
2369;1329;sea;0;0;
2370;1329;sea;0;0;
2371;1329;sea;0;0;
2372;1329;sea;0;0;
2373;1329;sea;0;0;
2374;1329;sea;0;0;
2375;1329;sea;0;0;
2376;1329;sea;0;0;
2377;1329;sea;0;0;
2378;1329;sea;0;0;
2379;1329;sea;0;0;
2380;1329;sea;0;0;
2381;1329;sea;0;0;
2382;1329;sea;0;0;
2383;1329;sea;0;0;
2384;1329;sea;0;0;
2385;1329;sea;0;0;
2386;1329;sea;0;0;
2387;1329;sea;0;0;
2388;1329;sea;0;0;
2389;1329;sea;0;0;
2390;1329;sea;0;0;
2391;1329;sea;0;0;
2392;1329;sea;0;0;
2393;1329;sea;0;0;
2394;1329;sea;0;0;
2395;1329;sea;0;0;
2396;1329;sea;0;0;
2397;1329;sea;0;0;
2398;1329;sea;0;0;
2399;1329;sea;0;0;
2400;1329;sea;0;0;
2401;1329;sea;0;0;
2402;1329;sea;0;0;
2403;1329;sea;0;0;
2404;1329;sea;0;0;
2405;1329;sea;0;0;
2406;1329;sea;0;0;
2407;1329;sea;0;0;
2408;1329;sea;0;0;
2409;1329;sea;0;0;
2410;1329;sea;0;0;
2411;1329;sea;0;0;
2412;1329;sea;0;0;
2413;1329;sea;0;0;
2414;1329;sea;0;0;
2415;1329;sea;0;0;
2416;1329;sea;0;0;
2417;1329;sea;0;0;
2418;1329;sea;0;0;
2419;1329;sea;0;0;
2420;1329;sea;0;0;
2421;1329;sea;0;0;
2422;1329;sea;0;0;
2423;1329;sea;0;0;
2424;1329;sea;0;0;
2425;1329;sea;0;0;
2426;1329;sea;0;0;
2427;1329;sea;0;0;
2428;1329;sea;0;0;
2429;1329;sea;0;0;
2430;1329;sea;0;0;
2431;1329;sea;0;0;
2432;1329;sea;0;0;
2433;1329;sea;0;0;
2434;1329;sea;0;0;
2435;1329;sea;0;0;
2436;1329;sea;0;0;
2437;1329;sea;0;0;
2438;1329;sea;0;0;
2439;1329;sea;0;0;
2440;1329;sea;0;0;
2441;1329;sea;0;0;
2442;1329;sea;0;0;
2443;1329;sea;0;0;
2444;1329;sea;0;0;
2445;1329;sea;0;0;
2446;1329;sea;0;0;
2447;1329;sea;0;0;
2448;1329;sea;0;0;
2449;1329;sea;0;0;
2450;1329;sea;0;0;
2451;1329;sea;0;0;
2452;1329;sea;0;0;
2453;1329;sea;0;0;
2454;1329;sea;0;0;
2455;1329;sea;0;0;
2456;1329;sea;0;0;
2457;1329;sea;0;0;
2458;1329;sea;0;0;
2459;1329;sea;0;0;
2460;1329;sea;0;0;
2461;1329;sea;0;0;
2462;1329;sea;0;0;
2463;1329;sea;0;0;
2464;1329;sea;0;0;
2465;1329;sea;0;0;
2466;1329;sea;0;0;
2467;1329;sea;0;0;
2468;1329;sea;0;0;
2469;1329;sea;0;0;
2470;1329;sea;0;0;
2471;1329;sea;0;0;
2472;1329;sea;0;0;
2473;1329;sea;0;0;
2474;1329;sea;0;0;
2475;1329;sea;0;0;
2476;1329;sea;0;0;
2477;1329;sea;0;0;
2478;1329;sea;0;0;
2479;1329;sea;0;0;
2480;1329;sea;0;0;
2481;1329;sea;0;0;
2482;1329;sea;0;0;
2483;1329;sea;0;0;
2484;1329;sea;0;0;
2485;1329;sea;0;0;
2486;1329;sea;0;0;
2487;1329;sea;0;0;
2488;1329;sea;0;0;
2489;1329;sea;0;0;
2490;1329;sea;0;0;
2491;1329;sea;0;0;
2492;1329;sea;0;0;
2493;1329;sea;0;0;
2494;1329;sea;0;0;
2495;1329;sea;0;0;
2496;1329;sea;0;0;
2497;1329;sea;0;0;
2498;1329;sea;0;0;
2499;1329;sea;0;0;
2500;1329;sea;0;0;
2501;1329;sea;0;0;
2502;1329;sea;0;0;
2503;1329;sea;0;0;
2504;1329;sea;0;0;
2505;1329;sea;0;0;
2506;1329;sea;0;0;
2507;1329;sea;0;0;
2508;1329;sea;0;0;
2509;1329;sea;0;0;
2510;1329;sea;0;0;
2511;1329;sea;0;0;
2512;1329;sea;0;0;
2513;1329;sea;0;0;
2514;1329;sea;0;0;
2515;1329;sea;0;0;
2516;1329;sea;0;0;
2517;1329;sea;0;0;
2518;1329;sea;0;0;
2519;1329;sea;0;0;
2520;1329;sea;0;0;
2521;1329;sea;0;0;
2522;1329;sea;0;0;
2523;1329;sea;0;0;
2524;1329;sea;0;0;
2525;1329;sea;0;0;
2526;1329;sea;0;0;
2527;1329;sea;0;0;
2528;1329;sea;0;0;
2529;1329;sea;0;0;
2530;1329;sea;0;0;
2531;1329;sea;0;0;
2532;1329;sea;0;0;
2533;1329;sea;0;0;
2534;1329;sea;0;0;
2535;1329;sea;0;0;
2536;1329;sea;0;0;
2537;1329;sea;0;0;
2538;1329;sea;0;0;
2539;1329;sea;0;0;
2540;1329;sea;0;0;
2541;1329;sea;0;0;
2542;1329;sea;0;0;
2543;1329;sea;0;0;
2544;1329;sea;0;0;
2545;1329;sea;0;0;
2546;1329;sea;0;0;
2547;1329;sea;0;0;
2548;1329;sea;0;0;
2549;1329;sea;0;0;
2550;1329;sea;0;0;
2551;1329;sea;0;0;
2552;1329;sea;0;0;
2553;1329;sea;0;0;
2554;1329;sea;0;0;
2555;1329;sea;0;0;
2556;1329;sea;0;0;
2557;1329;sea;0;0;
2558;1329;sea;0;0;
2559;1329;sea;0;0;
2560;1329;sea;0;0;
2561;1329;sea;0;0;
2562;1329;sea;0;0;
2563;1329;sea;0;0;
2564;1329;sea;0;0;
2565;1329;sea;0;0;
2566;1329;sea;0;0;
2567;1329;sea;0;0;
2568;1329;sea;0;0;
2569;1329;sea;0;0;
2570;1329;sea;0;0;
2571;1329;sea;0;0;
2572;1329;sea;0;0;
2573;1329;sea;0;0;
2574;1329;sea;0;0;
2575;1329;sea;0;0;
2576;1329;sea;0;0;
2577;1329;sea;0;0;
2578;1329;sea;0;0;
2579;1329;sea;0;0;
2580;1329;sea;0;0;
2581;1329;sea;0;0;
2582;1329;sea;0;0;
2583;1329;sea;0;0;
2584;1329;sea;0;0;
2585;1329;sea;0;0;
2586;1329;sea;0;0;
2587;1329;sea;0;0;
2588;1329;sea;0;0;
2589;1329;sea;0;0;
2590;1329;sea;0;0;
2591;1329;sea;0;0;
2592;1329;sea;0;0;
2593;1329;sea;0;0;
2594;1329;sea;0;0;
2595;1329;sea;0;0;
2596;1329;sea;0;0;
2597;1329;sea;0;0;
2598;1329;sea;0;0;
2599;1329;sea;0;0;
2600;1329;sea;0;0;
2601;1329;sea;0;0;
2602;1329;sea;0;0;
2603;1329;sea;0;0;
2604;1329;sea;0;0;
2605;1329;sea;0;0;
2606;1329;sea;0;0;
2607;1329;sea;0;0;
2608;1329;sea;0;0;
2609;1329;sea;0;0;
2610;1329;sea;0;0;
2611;1329;sea;0;0;
2612;1329;sea;0;0;
2613;1329;sea;0;0;
2614;1329;sea;0;0;
2615;1329;sea;0;0;
2616;1329;sea;0;0;
2617;1329;sea;0;0;
2618;1329;sea;0;0;
2619;1329;sea;0;0;
2620;1329;sea;0;0;
2621;1329;sea;0;0;
2622;1329;sea;0;0;
2623;1329;sea;0;0;
2624;1329;sea;0;0;
2625;1329;sea;0;0;
2626;1329;sea;0;0;
2627;1329;sea;0;0;
2628;1329;sea;0;0;
2629;1329;sea;0;0;
2630;1329;sea;0;0;
2631;1329;sea;0;0;
2632;1329;sea;0;0;
2633;1329;sea;0;0;
2634;1329;sea;0;0;
2635;1329;sea;0;0;
2636;1329;sea;0;0;
2637;1329;sea;0;0;
2638;1329;sea;0;0;
2639;1329;sea;0;0;
2640;1329;sea;0;0;
2641;1329;sea;0;0;
2642;1329;sea;0;0;
2643;1329;sea;0;0;
2644;1329;sea;0;0;
2645;1329;sea;0;0;
2646;1329;sea;0;0;
2647;1329;sea;0;0;
2648;1329;sea;0;0;
2649;1329;sea;0;0;
2650;1329;sea;0;0;
2651;1329;sea;0;0;
2652;1329;sea;0;0;
2653;1329;sea;0;0;
2654;1329;sea;0;0;
2655;1329;sea;0;0;
2656;1329;sea;0;0;
2657;1329;sea;0;0;
2658;1329;sea;0;0;
2659;1329;sea;0;0;
2660;1329;sea;0;0;
2661;1329;sea;0;0;
2662;1329;sea;0;0;
2663;1329;sea;0;0;
2664;1329;sea;0;0;
2665;1329;sea;0;0;
2666;1329;sea;0;0;
2667;1329;sea;0;0;
2668;1329;sea;0;0;
2669;1329;sea;0;0;
2670;1329;sea;0;0;
2671;1329;sea;0;0;
2672;1329;sea;0;0;
2673;1329;sea;0;0;
2674;1329;sea;0;0;
2675;1329;sea;0;0;
2676;1329;sea;0;0;
2677;1329;sea;0;0;
2678;1329;sea;0;0;
2679;1329;sea;0;0;
2680;1329;sea;0;0;
2681;1329;sea;0;0;
2682;1329;sea;0;0;
2683;1329;sea;0;0;
2684;1329;sea;0;0;
2685;1329;sea;0;0;
2686;1329;sea;0;0;
2687;1329;sea;0;0;
2688;1329;sea;0;0;
2689;1329;sea;0;0;
2690;1329;sea;0;0;
2691;1329;sea;0;0;
2692;1329;sea;0;0;
2693;1329;sea;0;0;
2694;1329;sea;0;0;
2695;1329;sea;0;0;
2696;1329;sea;0;0;
2697;1329;sea;0;0;
2698;1329;sea;0;0;
2699;1329;sea;0;0;
2700;1329;sea;0;0;
2701;1329;sea;0;0;
2702;1329;sea;0;0;
3249;1329;sea;0;0;
3250;1329;sea;0;0;
3251;1329;sea;0;0;
3252;1329;sea;0;0;
3253;1329;sea;0;0;
3254;1329;sea;0;0;
3255;1329;sea;0;0;
3256;1329;sea;0;0;
3257;1329;sea;0;0;
3258;1329;sea;0;0;
3259;1329;sea;0;0;
3260;1329;sea;0;0;
3261;1329;sea;0;0;
3262;1329;sea;0;0;
3263;1329;sea;0;0;
3264;1329;sea;0;0;
3265;1329;sea;0;0;
3266;1329;sea;0;0;
3267;1329;sea;0;0;
